"ES.ID","yi","vi","direction","SE","parental","Study.ID","Cross.ID","File","Source","Study.name","Genus","spL.name","spS.name","species.pair","Female.pref","homologous","trait.type","trait","Mn.spL","SD.spL","SE.spL","Mn.hybLS","SD.hybLS","SE.hybLS","Mn.hybSL","SD.hybSL","SE.hybSL","Mn.spS","SD.spS","SE.spS","Parents.spLF.spL","Parents.spLM.spL","Parents.spLF.hybLS","Parents.spLM.hybSL","Parents.spSF.hybSL","Parents.spSM.hybLS","Parents.spSF.spS","Parents.spSM.spS","N.spL","N.hybLS","N.hybSL","N.spS","reps.spL","reps.hybLS","reps.hybSL","reps.spS","Bottleneck.spLF","Bottleneck.spLM","Bottleneck.spSF","Bottleneck.spSM","pheno.div.diff","pheno.div.ratio","reciprocal","distribution","source_distribution","taxa","souce_sex.determinaton","sex.determination","hetero.sex","divergence.cytb","divergence.COI","Survival.spL","Survival.hybLS","Survival.hybSL","Survival.spS","surv.relat.hybLS","surv.relat.hybSL","surv.File","surv.Source","surv.Study.name","comments","parentals","sq.divergence.COI"
"ES368",1.48501590897266,2.74117420315897,"-",0.685551720847258,"Mother","s25","Drosophila_borealis_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_borealis","Drosophila_virilis","Drosophila_borealis_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",28,57.9680921749693,NA,34,61.5589174536477,NA,30,60.4195865777799,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,5,96,86,51,112,NA,NA,NA,NA,-0.634526471957,0.0811757740000212,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.920818753952375,NA,NA,NA,0.99,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0761243683810001
"ES369",0.32173060439562,0.365486378607008,"-",0.604599788078073,"Mother","s25","Drosophila_littoralis_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_littoralis","Drosophila_virilis","Drosophila_littoralis_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",9,5.00994906812515,NA,NA,NA,NA,11,4.95213719166379,NA,11,3.74250547996682,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,5,99,NA,81,112,NA,NA,NA,NA,-0.636909195395691,-0.374803318537842,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.892790030352132,-0.913640169325252,0.955,0,0.16,0.99,0,-1.80469626025877,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,NA,NA,0.0804956216966462
"ES370",0.558119382459853,0.346367078169972,"-",0.604599788078073,"Mother","s25","Drosophila_littoralis_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_littoralis","Drosophila_virilis","Drosophila_littoralis_Drosophila_virilis",NA,"Yes","sound","inhbt_CN",2,1.00198981362503,NA,NA,NA,NA,3,1.23803429791595,NA,4,0.984869863149162,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,5,99,NA,81,112,NA,NA,NA,NA,-0.636909195395691,0.384441611129235,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",-0.892790030352132,-0.913640169325252,0.955,0,0.16,0.99,0,-1.80469626025877,"Orr_Coyne_1989_Drosophila","fertility_table2&3",NA,NA,NA,0.0804956216966462
"ES372",0.651550397672777,0.358362642148396,"-",0.573573720954548,"Mother","s25","Drosophila_montana_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_montana","Drosophila_virilis","Drosophila_montana_Drosophila_virilis",NA,"Yes","sound","inhbt_PL",12,41.0676782134576,NA,NA,NA,NA,13,8.48550814124993,NA,11,3.74250547996682,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,114,NA,131,112,NA,NA,NA,NA,-0.637058115610609,-0.550030489521531,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.04575749056068,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,0.0195887928952876
"ES373",0.315326064205335,0.284904751249967,"-",0.573573720954548,"Mother","s25","Drosophila_montana_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_montana","Drosophila_virilis","Drosophila_montana_Drosophila_virilis",NA,"Yes","sound","inhbt_CN",3,4.91240170017435,NA,NA,NA,NA,4,1.34996720428976,NA,4,0.984869863149162,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,114,NA,131,112,NA,NA,NA,NA,-0.637058115610609,-0.24065895063039,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.04575749056068,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,0.0195887928952876
"ES374",-0.10914672721122,0.408929803985689,"-",0.573573720954548,"Mother","s25","Drosophila_montana_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_montana","Drosophila_virilis","Drosophila_montana_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",21,21.8110635487741,NA,NA,NA,NA,35,20.8280654376135,NA,46,30.530965757624,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,114,NA,131,112,NA,NA,NA,NA,-0.633484030452573,0.524691680798613,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.04575749056068,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,0.0195887928952876
"ES377",0.525119354226684,0.605685951460285,"-",0.685551720847258,"Mother","s25","Drosophila_kanekoi_Drosophila_virilis","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_virilis","Drosophila_kanekoi","Drosophila_kanekoi_Drosophila_virilis",NA,"Yes","sound","inhbt_IPI",46,30.530965757624,NA,NA,NA,NA,36,23.6855892298925,NA,218,92.208924166484,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,4,112,NA,82,28,NA,NA,NA,NA,-0.611592758859597,1.71446557147927,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-0.950781977329818,0.99,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,0.0591965014668321
"ES380",-0.172727590453164,0.339316322131822,"-",0.573573720954548,"Mother","s25","Drosophila_flavomontana_Drosophila_lacicola","Suvanto_Drosophila.song_BehavGen1994","table 1&2","Suvanto et al_1994","Drosophila","Drosophila_lacicola","Drosophila_flavomontana","Drosophila_flavomontana_Drosophila_lacicola",NA,"Yes","sound","inhbt_IPI",62,38.0212645701491,NA,NA,NA,NA,35,15.0581926958125,NA,31,15.8518932589024,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,72,NA,158,187,NA,NA,NA,NA,-0.632590509163063,0.384441611129235,"Inviable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,0.00475115559100102,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parents: ?? (mass culture)_SD estimated by Wan et al 2014",NA,1.64615010052077
"ES381",-0.834039181802129,0.0918325717810786,"-",0.362759872846844,"Mother","s26","A541.auraria_B16.biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria",NA,"Yes","sound","IPI",21.4,1.9,NA,15.7,0.52,NA,16,0.5,NA,12.9,0.91,NA,6,6,NA,NA,NA,NA,10,10,6,22,15,10,180,220,150,300,1,NA,1,NA,-0.635941213998723,0.0961713450895163,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.48148606012211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,0.111661917187835
"ES382",-0.82287849163031,0.163029414899413,"-",0.468320982069382,"Mother","s26","A541.auraria_B18.biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria",NA,"Yes","sound","IPI",21.4,1.9,NA,15.2,1.31,NA,16.2,0.42,NA,12.4,0.76,NA,6,6,NA,NA,6,NA,9,9,6,12,6,9,180,120,60,270,1,NA,1,NA,-0.635866753891264,0.157115552172829,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.48148606012211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,0.111661917187835
"ES383",-0.643726509597634,0.16307768678862,"-",0.468320982069382,"Mother","s26","A662.auraria_B18.biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_biauraria","Drosophila_auraria_Drosophila_biauraria",NA,"Yes","sound","IPI",18.9,1.98,NA,16.6,0.37,NA,15.8,0.49,NA,12.4,0.76,NA,8,8,5,5,6,6,9,9,8,5,6,9,240,50,60,270,NA,NA,NA,NA,-0.636239054428559,-0.0344067665429344,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.48148606012211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"parental data provided in other paper (Tomaru.Oguma_1993.AnimBehav)_N: n of song_Parents: n of indv (mass culture)",NA,0.111661917187835
"ES385",-1.04565698939733,0.139443232955504,"-",0.439910962495049,"Mother","s26","A541.auraria_T544_triauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_triauraria","Drosophila_auraria_Drosophila_triauraria",NA,"Yes","sound","IPI",21.4,1.9,NA,17.3,0.43,NA,18.1,0.39,NA,16.1,0.96,NA,6,6,8,8,10,10,7,7,6,8,10,7,180,80,100,210,NA,NA,NA,NA,-0.636417758686461,-0.245454250545637,"Viable","Overlap","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-2.69897000433602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75197920694202
"ES386",-1.10703915494324,0.225416385394423,"-",0.546881085104552,"Mother","s26","A541.auraria_quadraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_auraria","Drosophila_quadraria","Drosophila_auraria_Drosophila_quadraria",NA,"Yes","sound","IPI",21.4,1.9,NA,17.1,0.41,NA,17.6,0.26,NA,15.6,0.68,NA,6,6,9,9,6,6,5,5,6,9,6,5,180,90,60,150,NA,NA,NA,NA,-0.636343298579002,-0.19681653610774,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94602858562269
"ES388",-0.101415432619417,0.103581472506971,"-",0.145220171783833,"Mother","s26","Drosophila_triauraria_Drosophila_quadraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_triauraria","Drosophila_quadraria","Drosophila_triauraria_Drosophila_quadraria",NA,"Yes","sound","IPI",16.1,0.96,NA,14.9,0.37,NA,16.5,0.59,NA,15.6,0.68,NA,7,7,9,9,6,6,5,5,210,9,6,150,NA,NA,NA,NA,NA,NA,NA,NA,-0.637132575718068,-0.635537142991086,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94602858562269
"ES390",-0.999155965136351,0.0589740221993789,"-",0.143393430238637,"Mother","s26","Drosophila_quadraria_Drosophila_biauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_biauraria","Drosophila_quadraria","Drosophila_quadraria_Drosophila_biauraria",NA,"Yes","sound","IPI",12.9,0.91,NA,13.9,0.28,NA,13.4,0.27,NA,11.1,0.64,NA,10,10,5,5,10,10,5,5,300,5,10,150,NA,NA,NA,NA,NA,NA,NA,NA,-0.636938979438675,-0.452486636494433,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-2.39794000867204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77251082218942
"ES392",-0.192976331549519,0.0736328232228137,"-",0.111211174414482,"Mother","s26","Drosophila_biauraria_Drosophila_subauraria","Tomaru_1994.Drosophila","table1","Tomaru&Oguma_1994","Drosophila","Drosophila_biauraria","Drosophila_subauraria","Drosophila_biauraria_Drosophila_subauraria",NA,"Yes","sound","IPI",12.9,0.91,NA,11.8,0.36,NA,11.5,0.51,NA,11.1,0.64,NA,10,10,8,8,8,8,10,10,300,8,8,258,NA,NA,NA,NA,NA,NA,NA,NA,-0.636938979438675,-0.452486636494433,"Viable","Allopatry","original study","Diptera","Vicoso Beatriz and Doris Bachtrog. Numerous transitions of sex chromosomes in Diptera. PLoS biology 13.4 (2015): e1002078.","XY","Male",NA,-1.95860731484178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728149226460916
"ES393",-0.25634555074596,0.0484128145183036,"-",0.273440542552276,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_plorabunda","Chrysoperla_johnsoni","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound","Initial Volley frequency",75.1,7.67333043730035,1.6,79.3,2.5,0.5,82.2,4.40908153700972,0.9,71.3,4.91934955049954,1.1,10,10,10,10,10,10,10,10,23,25,24,20,NA,NA,NA,NA,NA,NA,NA,NA,-0.636641139008838,-0.604123909673788,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.95860731484178,0.547333333333333,0.489375,0.454357142857143,0.62552,-0.180918558009415,-0.255164077690937,"Wells_1993_Lacewings","table1",NA,NA,NA,0.728149226460916
"ES394",0.114754996324771,0.0482068104730322,"-",0.273440542552276,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_plorabunda","Chrysoperla_johnsoni","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound","Middle Volley frequency",59.1,3.3570820663189,0.7,64.3,3.5,0.7,67.9,2.93938769133981,0.6,58.2,2.23606797749979,0.5,10,10,10,10,10,10,10,10,23,25,24,20,NA,NA,NA,NA,NA,NA,NA,NA,-0.637073007632101,-0.660516781722027,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.95860731484178,0.547333333333333,0.489375,0.454357142857143,0.62552,-0.180918558009415,-0.255164077690937,"Wells_1993_Lacewings","table1",NA,NA,NA,0.728149226460916
"ES395",0.569140131121512,0.0447320099470433,"-",0.261799387799149,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound","End Volley frequency",46.2,4.02492235949962,0.9,43.5,6.36867333123626,1.3,37.3,5.5,1.1,40.3,3.3570820663189,0.7,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,-0.63632840655751,-0.473536645689641,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.95860731484178,0.62552,0.454357142857143,0.489375,0.547333333333333,-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0.728149226460916
"ES396",-0.841896455459637,0.0467128129157557,"-",0.261799387799149,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound","I-E Volley frequency",25.1,7.60263112349929,1.7,38.7,7.34846922834953,1.5,41.9,4.5,0.9,34.7,8.63249674196289,1.8,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,-0.635777401762313,-0.18486563060984,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.95860731484178,0.62552,0.454357142857143,0.489375,0.547333333333333,-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0.728149226460916
"ES397",0.302219565220021,0.0471296808864883,"-",0.261799387799149,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound","Volley duration",1586,652.931849429939,146,892,274.342851191716,56,718,170,34,604,105.50829351288,22,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,-0.490967384775853,0.804164576805486,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.95860731484178,0.62552,0.454357142857143,0.489375,0.547333333333333,-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0.728149226460916
"ES398",0.298584944243629,0.0454681079006902,"-",0.261799387799149,"Mother","s27","Chrysoperla_johnsoni_Chrysoperla_plorabunda","Wells_insect.song.1994","table1","Well","Chrysoperla","Chrysoperla_johnsoni","Chrysoperla_plorabunda","Chrysoperla_johnsoni_Chrysoperla_plorabunda",NA,"Yes","sound","Volley interval",3499,1350.58505840987,302,2220,357.625502446344,73,1938,335,67,1199,153.466608746007,32,10,10,10,10,10,10,10,10,20,24,25,23,NA,NA,NA,NA,NA,NA,NA,NA,-0.294690541513663,0.966956209146834,"Viable","Overlap","original study","Neuroptera","Tauber Catherine A. and Maurice J. Tauber. Inheritance of seasonal cycles in Chrysoperla (Insecta: Neuroptera). Genetics Research 49.3 (1987): 215-223.","XY","Male",NA,-1.95860731484178,0.62552,0.454357142857143,0.489375,0.547333333333333,-0.255164077690937,-0.180918558009415,"Wells_1993_Lacewings","table1",NA,NA,NA,0.728149226460916
"ES399",-0.0577874253507031,0.222610159370181,"-",0.484758270665203,"Mother","s28","KW L. paranigra","Shaw.Song&Pref_2000.Evolution","table1","Shaw_2000","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra","y","Yes","sound","Pulse duration",0.94,0.05,NA,1.88,0.12,NA,2.22,0.07,NA,3.75,0.14,NA,NA,NA,4,4,8,8,NA,NA,10,2,4,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.636788570021607,1.44895238437197,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES400",0.185161846514361,0.55610984298464,"-",0.523598775598299,"Mother","s28","SB L. paranigra","Shaw.Song&Pref_2000.Evolution","table1","Shaw_2000","Laupala","Laupala_paranigra","Laupala_kohalensis","Laupala_kohalensis_Laupala_paranigra","y","Yes","sound","Pulse duration",1.05,0.07,NA,2.09,0.12,NA,2.43,0.07,NA,3.75,0.14,NA,NA,NA,4,4,8,8,NA,NA,10,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.636804951245248,1.27834064178158,"Viable","Allopatry","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0/XY","Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ES401",0.487092736941358,0.0359667856461791,"-",0.236136563967364,"Mother","s29","Carabus_iwawakianus_Carabus_maiyasanus","Sasabe_2007.Heredity","fig2+text","Sasabe_et.al_2007","Carabus","Carabus_maiyasanus","Carabus_iwawakianus","Carabus_iwawakianus_Carabus_maiyasanus",NA,"Yes","morphology","CPL",2.536,0.141,NA,1.894,0.112,NA,1.778,0.147,NA,1.274,0.065,NA,NA,NA,33,33,13,13,NA,NA,22,96,26,33,NA,NA,NA,NA,NA,NA,NA,NA,-0.637019098514301,0.377163764349479,"Viable","Overlap","original study","Coleoptera","Serrano J. and J. S. Yadav. Chromosome numbers and sex-determining mechanisms in adephagan Coleoptera. The Coleopterists' Bulletin (1984): 335-357.","XY","Male",NA,-1.85387196432176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546643645488506
"ES402",0.55585662940712,0.0359591450377332,"-",0.236136563967364,"Mother","s29","Carabus_iwawakianus_Carabus_maiyasanus","Sasabe_2007.Heredity","fig2+text","Sasabe_et.al_2007","Carabus","Carabus_maiyasanus","Carabus_iwawakianus","Carabus_iwawakianus_Carabus_maiyasanus",NA,"Yes","morphology","CPW",0.36,0.02,NA,0.43,0.045,NA,0.482,0.04,NA,0.753,0.036,NA,NA,NA,33,33,13,13,NA,NA,22,96,26,33,NA,NA,NA,NA,NA,NA,NA,NA,-0.637148510181065,0.453530827154776,"Viable","Overlap","original study","Coleoptera","Serrano J. and J. S. Yadav. Chromosome numbers and sex-determining mechanisms in adephagan Coleoptera. The Coleopterists' Bulletin (1984): 335-357.","XY","Male",NA,-1.85387196432176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.546643645488506
"ES001",0.289007157687676,0.035621055964492,"-",0.223263268080956,"Father","s001","Gryllus_rubens_Gryllus_texensis","Blankers-2015-JEB","table1","Blankers.et.al_2015","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis",NA,"Yes","sound","Carrier frequency",4.73,0.27,NA,4.82,0.27,NA,5.01,0.17,NA,5.18,0.22,NA,NA,NA,12,12,12,12,NA,NA,73,22,28,44,NA,NA,NA,NA,NA,NA,NA,NA,-0.637140021728814,-0.544066506533414,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.39794000867204,-2.04575749056068,76.5,69.1,52.4,43.8,0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,0.89897923833787
"ES002",-0.107303608539786,0.0358189344247355,"-",0.223263268080956,"Father","s001","Gryllus_rubens_Gryllus_texensis","Blankers-2015-JEB","table1","Blankers.et.al_2015","Gryllus","Gryllus_rubens","Gryllus_texensis","Gryllus_rubens_Gryllus_texensis",NA,"Yes","sound","Pulse rate",45.34,3.86,NA,55.27,3.96,NA,61.96,2.79,NA,66.88,5.4,NA,NA,NA,12,12,12,12,NA,NA,73,22,28,44,NA,NA,NA,NA,NA,NA,NA,NA,-0.63399929439619,-0.0849049403736768,"Viable","Overlap","original study","Orthoptera","Castillo Elio Rodrigo Dardo Andrea Marti and Claudio Juan Bidau. Sex and neo-sex chromosomes in Orthoptera: a review. Journal of Orthoptera Research (2010): 213-231.","X0","Male",-2.39794000867204,-2.04575749056068,76.5,69.1,52.4,43.8,0.138713288352936,-0.137934851093691,"Cade_1989_Gryllus.mortality","table1",NA,"integer‚Ítexensis",NA,0.89897923833787
